timestamp,symbol,signal,price,score,ema20,ema50,ema200,rsi,macd,volume_ok,volume_ratio,news_sentiment,risk_level,notes,trend_4h,entry_1h,atr,sl,tp1,tp2,time_stop_hours
2026-05-12T04:29:46.871594+00:00,XRPUSDT,AVOID,1.461,45,1.4666786009784314,1.4558969471838443,1.4266955111962607,47.70984579021987,-0.002400920710960524,False,0.2807,neutral,HIGH,Low volume signal,bullish,bullish,0.01176479,1.44335282,1.47864719,1.49629437,24
2026-05-12T04:29:47.659347+00:00,ADAUSDT,AVOID,0.2779,45,0.279383348344021,0.2779699273872866,0.2686548756151047,45.41694434383725,-0.0005091241487357284,False,0.2192,neutral,HIGH,Low volume signal,bullish,bullish,0.00250768,0.27413848,0.28166152,0.28542304,24
2026-05-12T04:29:49.937708+00:00,INJUSDT,AVOID,4.547,45,4.502333572582236,4.381584856849835,4.102202973163871,57.92444973102657,-0.005871368498890056,False,0.1539,neutral,HIGH,Low volume signal,bullish,bullish,0.08594623,4.41808065,4.67591934,4.80483869,24
2026-05-12T04:29:48.095112+00:00,AVAXUSDT,AVOID,10.02,35,10.11064411918154,10.080946492014801,9.755078475936505,41.301759306364346,-0.020337435679354567,False,0.2475,neutral,HIGH,Low volume signal,bullish,bullish,0.09336059,9.87995912,10.16004088,10.30008177,24
2026-05-12T04:29:48.402115+00:00,LINKUSDT,AVOID,10.49,35,10.554250893400306,10.528478540362773,10.124192261825904,43.798232667616595,-0.015022354006947984,False,0.2169,neutral,HIGH,Low volume signal,bullish,bullish,0.09754335,10.34368498,10.63631503,10.78263005,24
2026-05-12T04:29:48.965154+00:00,DOTUSDT,AVOID,1.349,35,1.3608869606663148,1.3604740005895763,1.321240681616553,41.01864545367888,-0.002113590607672952,False,0.1414,neutral,HIGH,Low volume signal,bullish,bullish,0.01338059,1.32892911,1.36907088,1.38914177,24
2026-05-12T04:29:50.449825+00:00,APTUSDT,AVOID,1.109,35,1.1224316698395862,1.121456644980295,1.0725193138417661,42.770250700481284,-0.0027893130680667197,False,0.254,neutral,HIGH,Low volume signal,bullish,bullish,0.01702641,1.08346038,1.13453962,1.16007923,24
2026-05-12T04:29:49.528804+00:00,NEARUSDT,AVOID,1.527,23,1.5374601163132444,1.545238518987097,1.4779691909964123,44.62182956581322,-0.001004706820342663,False,0.2366,neutral,HIGH,Low volume signal,bullish,mixed,0.01757198,1.50064203,1.55335797,1.57971594,24
2026-05-12T04:29:48.684818+00:00,TRXUSDT,AVOID,0.3483,15,0.3503501828918198,0.350486049525287,0.3473517172759641,32.16556820457946,-0.0003237689715873482,False,0.425,neutral,HIGH,Low volume signal,bullish,mixed,0.00096576,0.34685136,0.34974864,0.35119728,24
2026-05-12T04:29:49.247768+00:00,LTCUSDT,AVOID,58.17,13,58.53053731212203,58.57141799205594,57.519790201754695,42.38384541296904,-0.07620414942187531,False,0.1452,neutral,HIGH,Low volume signal,bullish,mixed,0.41623409,57.54564887,58.79435113,59.41870227,24
2026-05-12T04:29:45.472913+00:00,ETHUSDT,AVOID,2311.11,7,2328.128434425707,2330.5645600409903,2330.205467950616,38.46901431812706,-2.834662408858191,False,0.2554,neutral,HIGH,Low volume signal,bullish,mixed,13.4399953,2290.95000705,2331.26999295,2351.4299859,24
2026-05-12T04:52:27.057506+00:00,BTCUSDT,AVOID,81272.71,55,81392.53160062674,81195.31887256306,80577.2171477014,48.19471280723274,-71.14080100507476,False,0.6138,neutral,HIGH,Low volume signal,bullish,bullish,393.9335848,80681.8096228,81863.6103772,82454.5107544,24
2026-05-12T04:52:28.754225+00:00,BNBUSDT,AVOID,663.12,55,661.8716013790456,657.5997445957889,645.1172323055782,55.05930729889907,-0.2366022724575121,False,0.5002,neutral,HIGH,Low volume signal,bullish,bullish,4.12118449,656.93822327,669.30177673,675.48355347,24
2026-05-12T04:52:27.863963+00:00,SOLUSDT,AVOID,96.36,45,96.53804462091304,95.5031687477188,91.22491407445308,50.377022311945424,-0.17720817027263625,False,0.252,neutral,HIGH,Low volume signal,bullish,bullish,0.87136646,95.05295031,97.66704969,98.97409938,24
2026-05-12T04:52:28.183713+00:00,SUIUSDT,AVOID,1.2772,45,1.286968071877066,1.2459154184265238,1.0950723277400043,49.05661492584477,-0.0048680408572503685,False,0.4074,neutral,HIGH,Low volume signal,bullish,bullish,0.02854613,1.2343808,1.32001919,1.36283839,24
2026-05-12T04:52:28.469987+00:00,XRPUSDT,AVOID,1.4648,45,1.4670405057403362,1.4560459667916874,1.4267333221415341,50.018922422154844,-0.0021584135884534384,False,0.5986,neutral,HIGH,Low volume signal,bullish,bullish,0.01207194,1.44669209,1.48290791,1.50101582,24
2026-05-12T04:52:29.104423+00:00,ADAUSDT,AVOID,0.2782,45,0.27941191977259244,0.277981692093169,0.2686578606897316,46.449726522417315,-0.0004899788495903994,False,0.3269,neutral,HIGH,Low volume signal,bullish,bullish,0.00253625,0.27439562,0.28200438,0.28580875,24
2026-05-12T04:52:29.721820+00:00,LINKUSDT,AVOID,10.52,45,10.557108036257448,10.529655010951007,10.12449076928859,46.57176581841037,-0.013107824092418644,False,0.4153,neutral,HIGH,Low volume signal,bullish,bullish,0.09968621,10.37047068,10.66952932,10.81905863,24
2026-05-12T04:52:31.955996+00:00,APTUSDT,AVOID,1.116,45,1.1230983365062528,1.1217311547842166,1.0725889655830596,46.20735584898599,-0.00234258942134303,False,0.3972,neutral,HIGH,Low volume signal,bullish,bullish,0.01745498,1.08981753,1.14218247,1.16836494,24
2026-05-12T04:52:31.667742+00:00,INJUSDT,AVOID,4.607,43,4.508047858296522,4.383937798026305,4.102799988089245,63.27876689705714,-0.002042308669829962,False,0.3456,neutral,HIGH,Low volume signal,bullish,bullish,0.08801766,4.47497351,4.73902649,4.87105298,24
2026-05-12T04:52:29.413291+00:00,AVAXUSDT,AVOID,10.05,35,10.113501262038683,10.082122962603037,9.755376983399191,44.247146919026825,-0.01842290576482381,False,0.3559,neutral,HIGH,Low volume signal,bullish,bullish,0.09478917,9.90781625,10.19218376,10.33436751,24
2026-05-12T04:52:30.485399+00:00,DOTUSDT,AVOID,1.354,35,1.3613631511425053,1.360670079020949,1.321290432860334,44.683057326791804,-0.0017945022885845511,False,0.2542,neutral,HIGH,Low volume signal,bullish,bullish,0.01359488,1.33360768,1.37439232,1.39478464,24
2026-05-12T04:52:31.053146+00:00,NEARUSDT,AVOID,1.544,33,1.539079163932292,1.5459051856537636,1.478138345225268,50.84639998490605,8.019346455747419e-05,False,0.5826,neutral,HIGH,Low volume signal,bullish,mixed,0.01871484,1.51592774,1.57207226,1.60014452,24
2026-05-12T04:52:30.011088+00:00,TRXUSDT,AVOID,0.3483,15,0.3503501828918198,0.350486049525287,0.3473517172759641,32.16556820457946,-0.0003237689715873482,False,0.5789,neutral,HIGH,Low volume signal,bullish,mixed,0.00096576,0.34685136,0.34974864,0.35119728,24
2026-05-12T04:52:30.769819+00:00,LTCUSDT,AVOID,58.26,13,58.53910874069346,58.574947403820644,57.52068572414275,44.092920702579775,-0.0704605596782816,False,0.2441,neutral,HIGH,Low volume signal,bullish,mixed,0.42409123,57.62386315,58.89613685,59.53227369,24
2026-05-12T04:52:27.577289+00:00,ETHUSDT,AVOID,2312.77,7,2328.286529663802,2330.629658080206,2330.221985363551,39.618838923387834,-2.72872508692081,False,0.4471,neutral,HIGH,Low volume signal,bullish,mixed,13.62928102,2292.32607847,2333.21392153,2353.65784306,24
